transaction_id,customer_id,amount,transaction_type,transaction_date
1392,627,108.32,Debit,2024-11-27
1393,934,1843.17,Debit,2024-10-02
1394,882,172.7,Debit,2026-05-15
1395,169,1665.78,Debit,2025-05-23
1396,91,4611.6,Credit,2026-03-17
1397,778,2793.77,Credit,2025-12-30
1398,243,196.42,Debit,2025-03-07
1399,236,2586.58,Debit,2025-01-26
1400,542,638.52,Credit,2025-04-15
1401,430,4615.99,Debit,2026-02-05
1402,138,2768.98,Credit,2025-09-28
1403,894,1550.8,Debit,2025-10-31
1404,709,2639.99,Debit,2025-08-19
1405,769,664.36,Debit,2024-11-20
1406,436,1221.69,Credit,2025-06-29
1407,972,2801.66,Debit,2025-06-01
1408,112,1372.8,Credit,2025-10-08
1409,412,564.86,Debit,2025-01-17
1410,974,2273.64,Debit,2025-07-20
1411,609,1115.81,Credit,2024-11-11
1412,47,3087.45,Credit,2025-05-18
1413,103,2101.4,Debit,2025-01-15
1414,123,1016.74,Credit,2025-08-28
1415,502,2991.39,Debit,2024-09-08
1416,194,404.43,Credit,2025-01-26
1417,165,2267.34,Debit,2025-11-07
1418,806,1142.99,Debit,2025-02-16
1419,143,3912.16,Credit,2024-11-11
1420,317,2927.94,Credit,2024-09-16
1421,543,1871.72,Credit,2025-04-03
1422,370,1206.97,Debit,2025-04-05
1423,15,3738.8,Credit,2025-03-26
1424,473,2953.27,Debit,2025-11-17
1425,101,1807.31,Credit,2025-08-12
1426,156,2592.05,Credit,2024-06-09
1427,767,2851.6,Debit,2026-02-16
1428,184,3619.89,Credit,2025-04-11
1429,707,2988.85,Debit,2026-04-20
1430,771,2202.49,Credit,2026-04-14
1431,633,3760.11,Debit,2024-08-03
1432,572,2769.59,Credit,2025-09-30
1433,350,4254.69,Debit,2026-03-19
1434,291,3670.43,Debit,2026-03-22
1435,678,2631.97,Debit,2026-04-11
1436,983,3164.96,Credit,2024-12-29
1437,499,3365.95,Credit,2026-03-14
1438,398,4740.97,Credit,2024-11-02
1439,13,2781.44,Credit,2024-08-13
1440,939,546.3,Debit,2025-12-11
1441,130,392.66,Credit,2025-07-14
1442,279,2372.17,Debit,2024-07-18
1443,147,2006.23,Credit,2024-06-25
1444,317,1574.61,Debit,2026-01-10
1445,231,3443.35,Debit,2024-11-18
1446,829,496.9,Credit,2024-11-24
1447,279,1576.39,Credit,2026-01-27
1448,437,2107.5,Debit,2024-09-20
1449,799,2048.56,Debit,2024-12-16
1450,702,4947.27,Credit,2025-06-04
1451,600,3377.91,Credit,2025-07-27
1452,695,4193.03,Credit,2025-05-04
1453,951,3731.51,Debit,2026-03-20
1454,395,3110.04,Credit,2025-10-16
1455,285,3052.41,Credit,2025-05-29
1456,38,2205.81,Debit,2026-01-12
1457,273,3384.77,Debit,2024-09-19
1458,462,2397.63,Debit,2025-01-10
1459,816,1058.85,Credit,2026-05-09
1460,188,3503.99,Debit,2025-10-23
1461,582,1927.82,Debit,2024-08-19
1462,706,3015.37,Credit,2025-03-31
1463,470,4841.05,Credit,2025-05-16
1464,514,759.94,Credit,2025-03-13
1465,324,3688.22,Credit,2025-05-16
1466,191,1452.37,Debit,2026-05-02
1467,179,4062.66,Credit,2025-09-21
1468,598,2990.63,Credit,2024-08-07
1469,355,1441.09,Credit,2024-06-09
1470,863,2140.66,Credit,2025-10-28
1471,158,2922.59,Credit,2025-01-11
1472,715,4532.35,Credit,2024-08-24
1473,897,1161.27,Debit,2026-05-14
1474,118,2257.73,Credit,2025-02-01
1475,755,2197.97,Credit,2025-10-08
1476,954,606.21,Debit,2025-03-04
1477,261,606.88,Debit,2025-11-10
1478,409,3629.62,Debit,2026-05-22
1479,25,1238.58,Debit,2024-07-31
1480,145,3532.33,Debit,2024-08-12
1481,203,4201.03,Debit,2025-06-01
1482,93,1241.83,Debit,2025-08-28
1483,61,2535.3,Debit,2025-01-05
1484,190,4074.85,Debit,2026-04-01
1485,12,1581.45,Debit,2024-11-02
1486,847,1100.84,Debit,2025-03-06
1487,238,3217.14,Credit,2024-10-02
1488,628,1391.18,Debit,2025-11-20
1489,288,2980.73,Debit,2025-01-01
1490,270,2825.83,Credit,2024-11-11
1491,218,435.02,Debit,2025-03-05
1492,637,2223.54,Credit,2025-10-17
1493,659,214.46,Debit,2025-03-02
1494,83,2257.99,Debit,2024-10-23
1495,517,848.14,Credit,2025-12-18
1496,241,2202.42,Credit,2025-07-23
1497,5,4311.31,Debit,2025-05-11
1498,544,1719.22,Debit,2025-01-03
1499,201,4619.04,Credit,2025-07-14
1500,315,2726.11,Debit,2025-02-14
1501,273,683.98,Credit,2024-07-23
1502,228,4684.53,Debit,2026-01-18
1503,829,1918.15,Credit,2025-01-27
1504,360,4263.88,Credit,2024-09-28
1505,809,2156.2,Debit,2025-09-24
1506,349,1075.11,Debit,2025-10-14
1507,284,4202.27,Debit,2024-08-18
1508,886,3565.63,Credit,2024-07-04
1509,954,3972.56,Debit,2025-06-28
1510,881,4238.46,Credit,2025-08-20
1511,808,735.77,Debit,2025-07-18
1512,688,3047.3,Debit,2024-10-18
1513,604,2448.11,Debit,2025-04-09
1514,570,4517.03,Credit,2025-06-29
1515,160,1697.86,Credit,2025-10-16
1516,159,2982.1,Debit,2026-01-21
1517,252,3291.34,Credit,2025-01-05
1518,722,4157.03,Credit,2025-02-25
1519,311,4425.82,Debit,2024-06-26
1520,234,4945.43,Credit,2024-06-11
1521,267,478.29,Credit,2024-11-26
1522,126,2548.98,Debit,2026-03-21
1523,632,237.06,Debit,2024-07-24
1524,656,1977.39,Credit,2025-03-13
1525,527,1451.53,Credit,2024-08-26
1526,689,4744.6,Debit,2026-01-14
1527,592,4744.43,Credit,2024-10-27
1528,113,3511.28,Debit,2025-10-27
1529,410,1243.73,Debit,2024-09-28
1530,964,1965.54,Debit,2026-03-01
1531,347,87.7,Debit,2026-04-10
1532,740,389.18,Credit,2024-07-31
1533,620,4620.13,Credit,2025-01-29
1534,336,4115.76,Credit,2025-02-18
1535,540,3629.1,Debit,2024-11-25
1536,304,3163.28,Debit,2025-08-04
1537,198,2568.54,Credit,2024-12-13
1538,715,3191.54,Debit,2025-04-07
1539,54,3485.93,Debit,2024-05-27
1540,653,492.33,Debit,2025-11-06
1541,704,357.22,Credit,2024-10-01
1542,466,2881.8,Credit,2025-08-28
1543,391,4231.42,Credit,2024-12-08
1544,866,1656.11,Credit,2025-02-19
1545,878,4171.97,Debit,2025-12-31
1546,619,2757.16,Debit,2024-11-05
1547,550,3139.85,Credit,2024-12-10
1548,340,2938.17,Credit,2025-12-22
1549,89,3453.04,Credit,2025-11-29
1550,720,2404.61,Credit,2025-04-30
1551,134,2191.25,Debit,2024-09-29
1552,907,2509.06,Credit,2026-05-15
1553,602,1151.95,Credit,2025-09-12
1554,907,3937.33,Debit,2024-06-19
1555,373,3014.83,Credit,2025-04-28
1556,978,4696.67,Credit,2024-09-20
1557,993,204.32,Debit,2025-05-12
1558,702,2645.87,Debit,2024-06-02
1559,241,3543.28,Debit,2025-09-23
1560,904,1927.62,Credit,2025-06-02
1561,351,2857.73,Credit,2025-07-18
1562,889,3953.4,Credit,2025-03-18
1563,403,4137.39,Debit,2024-07-10
1564,154,17.17,Credit,2026-03-30
1565,47,3699.75,Credit,2024-12-14
1566,794,3764.56,Debit,2024-07-24
1567,140,1745.29,Credit,2026-02-02
1568,534,1535.66,Credit,2025-03-22
1569,538,1717.75,Credit,2024-09-04
1570,305,4293.01,Credit,2026-02-12
1571,85,364.15,Debit,2025-01-09
1572,396,4648.02,Debit,2025-12-26
1573,237,1111.43,Debit,2025-05-26
1574,833,4215.62,Debit,2025-11-20
1575,379,4159.75,Credit,2026-04-01
1576,917,1109.38,Debit,2025-05-02
1577,989,3329.0,Debit,2026-05-01
1578,569,4901.99,Credit,2025-12-06
1579,956,2547.91,Credit,2024-12-25
1580,374,1384.71,Credit,2025-08-06
1581,659,4024.81,Debit,2025-09-26
1582,177,4184.31,Credit,2025-06-28
1583,398,3488.5,Debit,2025-04-30
1584,233,2929.36,Debit,2024-08-01
1585,774,1919.24,Debit,2025-10-07
1586,723,1075.62,Debit,2024-06-11
1587,25,1837.37,Credit,2026-01-25
1588,604,3669.31,Debit,2025-04-22
1589,835,1155.69,Credit,2025-12-20
1590,100,1421.47,Debit,2025-01-13
1591,472,3105.68,Credit,2026-05-03
1592,144,4154.88,Debit,2026-05-17
1593,452,472.47,Debit,2026-01-12
1594,683,2315.06,Debit,2024-09-24
1595,85,694.45,Debit,2025-01-09
1596,818,3726.3,Debit,2025-07-15
1597,235,2766.01,Debit,2026-03-21
1598,908,4766.91,Credit,2026-04-30
1599,847,4840.96,Debit,2025-02-18
1600,534,4296.82,Debit,2025-06-22
1601,437,2274.63,Credit,2026-05-07
1602,468,3358.15,Credit,2024-09-03
1603,198,1042.0,Credit,2026-04-04
1604,954,2313.55,Credit,2025-05-21
1605,455,776.54,Debit,2025-08-30
1606,870,572.17,Credit,2026-03-27
1607,370,128.64,Credit,2024-10-09
1608,459,2513.66,Credit,2025-03-21
1609,693,2755.31,Credit,2024-05-27
1610,760,1958.94,Credit,2025-07-11
1611,653,4255.57,Debit,2025-03-12
1612,338,3604.29,Debit,2025-02-01
1613,518,677.65,Credit,2024-09-03
1614,739,884.47,Debit,2025-07-17
1615,960,2183.38,Credit,2025-07-06
1616,50,4844.48,Credit,2024-07-31
1617,139,838.57,Credit,2024-09-14
1618,459,2767.06,Credit,2025-04-18
1619,389,18.38,Debit,2025-02-07
1620,577,2014.53,Credit,2026-05-04
1621,560,3490.0,Debit,2024-08-19
1622,158,3607.22,Credit,2024-10-17
1623,661,3285.21,Debit,2025-07-28
1624,800,4433.49,Credit,2025-10-15
1625,289,1406.01,Debit,2024-11-02
1626,84,4037.5,Credit,2025-08-19
1627,165,4932.99,Credit,2025-11-14
1628,124,2606.97,Debit,2026-03-02
1629,452,3586.5,Credit,2024-08-25
1630,693,4432.4,Credit,2024-10-21
1631,98,4737.54,Credit,2025-06-06
1632,103,1749.3,Debit,2025-01-22
1633,652,4597.05,Credit,2026-03-21
1634,220,2710.88,Credit,2025-11-05
1635,841,4903.39,Credit,2024-09-27
1636,248,1207.72,Credit,2025-05-17
1637,540,3436.36,Debit,2026-01-01
1638,639,4841.34,Debit,2024-11-07
1639,749,4176.25,Debit,2025-03-22
1640,541,2470.53,Credit,2024-06-26
1641,949,2466.16,Credit,2024-11-15
1642,834,1612.95,Debit,2024-10-12
1643,168,1302.41,Credit,2025-07-23
1644,245,4512.79,Credit,2024-08-24
1645,297,2207.13,Debit,2026-04-23
1646,74,3774.83,Credit,2024-07-24
1647,152,3212.7,Credit,2025-01-27
1648,854,3574.2,Credit,2025-11-23
1649,277,742.75,Debit,2024-10-31
1650,218,4435.78,Credit,2025-07-07
1651,424,819.35,Credit,2025-01-17
1652,761,439.53,Debit,2025-04-03
1653,256,2778.62,Credit,2026-03-12
1654,828,3353.93,Credit,2025-02-05
1655,2,4034.73,Debit,2025-07-02
1656,968,2035.26,Debit,2025-07-22
1657,429,2181.66,Credit,2024-07-05
1658,928,1311.84,Debit,2025-03-28
1659,343,4341.85,Debit,2025-02-04
1660,394,3282.84,Credit,2026-02-27
1661,322,4528.99,Credit,2024-12-25
1662,252,1771.59,Debit,2025-10-09
1663,350,4133.53,Credit,2026-03-30
1664,917,1810.8,Debit,2025-02-26
1665,602,2336.41,Debit,2025-10-13
1666,90,4872.18,Debit,2026-01-26
1667,121,2094.31,Credit,2024-10-05
1668,810,1900.8,Credit,2024-07-17
1669,934,3332.55,Credit,2025-07-14
1670,220,1360.66,Credit,2025-02-21
1671,845,4812.94,Credit,2024-11-26
1672,639,2687.05,Credit,2024-11-20
1673,77,1824.7,Debit,2026-05-19
1674,916,1579.31,Debit,2025-02-08
1675,338,2372.41,Credit,2026-01-03
1676,16,429.52,Debit,2024-08-29
1677,865,3239.29,Debit,2025-12-24
1678,690,2344.73,Credit,2024-10-29
1679,482,3833.92,Debit,2025-09-29
1680,157,456.71,Credit,2024-09-28
1681,109,698.96,Credit,2025-03-18
1682,439,336.29,Credit,2025-04-17
1683,399,4477.49,Debit,2025-02-20
1684,824,159.03,Credit,2024-10-17
1685,442,2904.19,Debit,2024-07-01
1686,676,1568.57,Debit,2026-04-13
1687,754,4298.46,Debit,2025-12-14
1688,269,2434.47,Debit,2024-11-10
1689,905,4088.6,Credit,2024-07-29
1690,855,1043.36,Debit,2025-03-05
1691,451,4663.16,Credit,2025-06-23
1692,461,2113.81,Debit,2024-07-23
1693,864,1682.74,Credit,2026-04-20
1694,227,2488.81,Debit,2025-07-28
1695,10,3893.87,Debit,2025-05-11
1696,681,806.42,Debit,2024-09-16
1697,320,3689.3,Credit,2026-04-22
1698,300,3647.12,Debit,2025-09-10
1699,170,4445.35,Debit,2025-07-11
1700,703,406.38,Credit,2025-08-15
1701,503,3876.75,Credit,2025-10-10
1702,905,1005.16,Debit,2025-08-13
1703,1,4640.46,Debit,2026-02-26
1704,523,1726.55,Credit,2024-08-17
1705,70,2386.76,Debit,2025-11-06
1706,362,3637.09,Debit,2025-01-02
1707,585,218.32,Debit,2026-03-29
1708,461,3741.12,Credit,2025-06-10
1709,603,3003.53,Debit,2024-06-22
1710,433,4267.35,Debit,2024-09-21
1711,407,1325.69,Debit,2024-12-10
1712,279,3481.86,Debit,2026-02-21
1713,536,4609.15,Debit,2024-12-03
1714,402,3223.12,Debit,2024-05-24
1715,100,4530.79,Credit,2025-03-28
1716,493,703.57,Debit,2025-12-31
1717,210,4137.57,Credit,2025-02-01
1718,194,4206.21,Credit,2025-07-07
1719,985,2882.86,Debit,2024-09-04
1720,923,3568.2,Credit,2025-06-13
1721,12,4695.77,Debit,2024-08-15
1722,122,1246.03,Credit,2026-02-25
1723,614,175.73,Debit,2025-05-24
1724,737,3171.58,Debit,2025-06-20
1725,387,620.84,Debit,2025-09-04
1726,547,2393.96,Debit,2024-11-06
1727,928,4498.92,Debit,2025-04-16
1728,406,2334.51,Credit,2025-12-23
1729,859,4255.13,Debit,2025-12-16
1730,965,4751.24,Credit,2025-01-07
1731,436,4202.76,Debit,2024-10-04
1732,334,2809.64,Debit,2025-09-13
1733,367,2125.0,Debit,2026-03-05
1734,940,3704.7,Credit,2025-09-13
1735,503,58.01,Credit,2025-09-22
1736,104,342.85,Credit,2025-02-06
1737,884,4461.44,Credit,2026-02-10
1738,739,3488.46,Debit,2024-06-14
1739,216,3434.14,Credit,2025-11-03
1740,973,301.49,Debit,2025-12-27
1741,109,4307.7,Credit,2025-03-05
1742,717,610.41,Debit,2024-07-27
1743,475,604.54,Credit,2026-04-30
1744,955,4011.54,Credit,2025-12-31
1745,418,1846.47,Credit,2025-06-30
1746,673,4888.49,Debit,2026-02-10
1747,755,375.43,Credit,2025-08-25
1748,491,1312.67,Debit,2026-03-17
1749,703,3815.07,Credit,2024-09-30
1750,535,127.82,Credit,2025-07-29
1751,916,557.16,Debit,2025-02-02
1752,660,2748.61,Credit,2025-03-02
1753,917,4656.29,Debit,2025-10-16
1754,581,79.67,Credit,2025-01-09
1755,539,1658.05,Debit,2025-08-22
1756,281,4689.98,Credit,2026-05-16
1757,755,3195.88,Credit,2025-04-21
1758,261,2149.38,Debit,2025-01-12
1759,585,1167.47,Credit,2024-06-02
1760,203,4406.05,Debit,2024-10-02
1761,300,4728.78,Debit,2025-11-06
1762,371,1292.49,Credit,2026-03-26
1763,588,4993.47,Debit,2025-11-24
1764,93,1596.13,Credit,2024-06-05
1765,977,4189.59,Debit,2026-02-19
1766,690,746.15,Debit,2026-04-27
1767,944,3270.77,Credit,2025-09-16
1768,848,3680.87,Debit,2024-09-06
1769,853,3478.91,Debit,2025-10-16
1770,387,4822.44,Credit,2024-10-14
1771,975,4401.65,Debit,2025-07-17
1772,779,291.27,Credit,2025-03-11
1773,274,1993.9,Credit,2025-10-25
1774,327,1492.15,Credit,2026-03-06
1775,549,351.71,Credit,2024-12-08
1776,73,4680.63,Debit,2025-08-09
1777,601,2303.83,Debit,2026-03-30
1778,741,3385.58,Credit,2025-11-14
1779,785,1555.28,Credit,2026-02-20
1780,901,4941.91,Credit,2024-12-06
1781,530,1483.47,Credit,2025-03-10
1782,975,298.62,Credit,2025-01-29
1783,871,581.37,Credit,2026-03-18
1784,404,1136.77,Debit,2025-05-25
1785,584,2649.65,Credit,2025-10-16
1786,142,2686.92,Credit,2024-05-27
1787,697,3649.88,Debit,2024-06-26
1788,247,2039.2,Credit,2025-08-22
1789,944,4998.98,Debit,2025-12-05
1790,467,499.41,Credit,2024-09-01
1791,378,2903.27,Credit,2025-04-16
1792,593,278.03,Credit,2026-02-24
1793,527,806.36,Debit,2025-12-11
1794,930,4877.1,Credit,2025-12-20
1795,97,4424.11,Credit,2025-06-18
1796,351,2248.32,Debit,2024-06-04
1797,159,3860.62,Debit,2025-08-24
1798,486,2077.89,Debit,2024-12-30
1799,891,2136.08,Credit,2026-03-14
1800,459,2590.0,Debit,2025-03-16
1801,162,3518.71,Credit,2024-07-31
1802,926,502.85,Debit,2024-08-22
1803,536,2864.69,Debit,2026-01-06
1804,674,1613.77,Credit,2024-05-26
1805,225,2722.26,Credit,2025-07-12
1806,786,3918.09,Debit,2025-07-03
1807,913,177.41,Debit,2026-03-12
1808,994,378.75,Credit,2025-04-23
1809,877,3385.68,Credit,2024-10-23
1810,327,4181.21,Credit,2025-01-30
1811,674,3875.51,Debit,2024-09-26
1812,221,120.81,Credit,2025-08-16
1813,350,2682.12,Debit,2025-02-14
1814,454,4220.75,Debit,2026-05-21
1815,213,2954.43,Debit,2024-07-08
1816,208,2347.77,Credit,2026-03-30
1817,987,2099.91,Debit,2025-04-21
1818,252,3303.97,Debit,2024-06-22
1819,6,708.13,Debit,2024-06-17
1820,71,2404.45,Credit,2025-07-03
1821,928,559.18,Debit,2025-03-16
1822,588,1790.11,Debit,2025-07-07
1823,303,226.62,Credit,2024-10-22
1824,506,1356.97,Debit,2025-02-09
1825,848,1356.0,Credit,2024-09-08
1826,591,1745.42,Credit,2025-03-29
1827,618,548.9,Debit,2025-02-27
1828,605,1254.93,Debit,2025-11-26
1829,174,2307.7,Credit,2026-02-18
1830,129,1289.97,Credit,2025-12-02
1831,780,3946.92,Debit,2025-11-06
1832,498,1380.42,Credit,2024-11-26
1833,487,1113.35,Debit,2024-12-26
1834,809,3163.94,Credit,2026-04-18
1835,562,4263.14,Debit,2026-03-10
1836,293,3238.2,Debit,2024-09-24
1837,436,4288.03,Credit,2025-12-14
1838,653,2811.96,Credit,2025-05-31
1839,259,843.5,Credit,2025-10-27
1840,772,747.45,Debit,2026-02-04
1841,461,1507.15,Debit,2026-04-03
1842,203,686.71,Credit,2025-10-03
1843,22,3824.21,Credit,2024-07-30
1844,668,2630.7,Debit,2025-08-10
1845,428,891.61,Credit,2025-05-11
1846,274,1926.53,Credit,2025-06-01
1847,66,2097.79,Credit,2025-07-31
1848,149,4152.54,Credit,2024-08-15
1849,843,1975.0,Credit,2025-01-03
1850,428,4560.93,Credit,2024-08-02
1851,434,2514.75,Credit,2024-07-29
1852,172,63.07,Debit,2024-08-16
1853,3,3815.22,Debit,2026-01-09
1854,392,1121.51,Credit,2025-05-30
1855,153,4026.39,Credit,2024-12-01
1856,101,4769.76,Credit,2025-08-03
1857,395,1158.56,Credit,2024-12-21
1858,812,779.77,Debit,2025-08-07
1859,529,2017.9,Debit,2025-05-12
1860,346,2202.19,Credit,2024-07-21
1861,487,3168.32,Debit,2024-09-11
1862,372,2156.99,Debit,2025-10-22
1863,143,692.36,Credit,2024-09-09
1864,205,590.85,Credit,2025-02-07
1865,717,1034.2,Credit,2024-12-26
1866,131,4606.0,Debit,2025-03-16
1867,310,794.97,Credit,2024-10-03
1868,817,29.73,Credit,2025-03-16
1869,935,4208.81,Credit,2024-05-25
1870,400,4771.25,Credit,2025-04-11
1871,88,4158.03,Debit,2026-01-18
1872,181,2757.04,Credit,2025-03-18
1873,361,3547.23,Credit,2024-08-09
1874,519,382.54,Debit,2025-12-30
1875,172,3051.5,Debit,2025-10-27
1876,142,3375.27,Debit,2024-08-11
1877,815,378.63,Debit,2025-01-24
1878,862,3405.66,Credit,2025-04-13
1879,574,3527.47,Debit,2026-04-03
1880,316,2088.26,Debit,2026-02-14
1881,851,24.06,Credit,2025-06-05
1882,118,1708.17,Credit,2024-06-13
1883,665,1281.41,Credit,2024-11-10
1884,384,3676.17,Credit,2025-04-01
1885,592,2032.99,Debit,2025-04-14
1886,864,2835.39,Debit,2025-03-13
1887,438,1107.18,Credit,2024-06-24
1888,499,4069.27,Credit,2026-01-31
1889,718,2787.0,Credit,2024-05-30
1890,115,4699.6,Credit,2025-12-22
1891,740,1929.9,Credit,2025-09-16
1892,785,808.41,Debit,2025-03-25
1893,394,2885.17,Debit,2024-06-08
1894,594,261.99,Credit,2026-03-22
1895,738,3563.11,Credit,2024-12-16
1896,880,2889.22,Debit,2025-12-21
1897,187,1751.7,Credit,2024-07-20
1898,687,2960.9,Debit,2025-06-16
1899,927,3121.95,Credit,2024-12-22
1900,936,3882.68,Credit,2025-09-17
1901,204,246.84,Debit,2025-08-23
1902,962,4482.54,Credit,2026-02-21
1903,88,401.68,Credit,2024-08-26
1904,192,4182.46,Debit,2026-05-01
1905,374,1114.41,Credit,2025-11-04
1906,435,1172.31,Debit,2026-03-07
1907,848,3581.89,Credit,2025-09-05
1908,938,2403.53,Debit,2025-12-28
1909,214,3672.24,Debit,2025-12-04
1910,922,4549.95,Debit,2025-06-15
1911,949,3663.59,Credit,2026-04-04
1912,156,516.12,Debit,2024-06-22
1913,952,2079.53,Debit,2024-06-20
1914,843,4726.33,Debit,2026-04-05
1915,774,4759.88,Credit,2025-08-15
1916,495,3909.88,Debit,2025-02-16
1917,318,1579.36,Debit,2025-09-16
1918,196,3534.7,Credit,2024-07-03
1919,336,954.82,Debit,2025-12-25
1920,883,1029.62,Credit,2024-10-11
1921,453,2641.25,Debit,2024-07-24
1922,867,1742.24,Credit,2025-01-30
1923,212,1491.14,Credit,2025-05-25
1924,88,1648.44,Credit,2026-01-03
1925,730,2655.32,Credit,2025-01-08
1926,687,290.71,Debit,2025-01-03
1927,635,2117.61,Debit,2024-10-02
1928,438,1630.06,Credit,2024-08-29
1929,171,1275.47,Debit,2024-10-12
1930,889,2770.0,Debit,2026-02-09
1931,96,2748.97,Debit,2025-04-20
1932,676,2338.29,Credit,2025-12-24
1933,627,4097.85,Debit,2024-11-17
1934,15,4566.2,Debit,2026-05-14
1935,821,2490.59,Debit,2025-06-09
1936,566,1558.3,Credit,2025-11-24
1937,665,4979.8,Credit,2026-03-28
1938,971,187.96,Credit,2026-03-18
1939,507,4511.28,Debit,2025-07-11
1940,623,2972.62,Credit,2025-07-11
1941,298,1014.12,Credit,2024-11-09
1942,812,1865.99,Credit,2026-01-27
1943,155,4132.02,Debit,2025-08-19
1944,303,4728.87,Debit,2024-06-20
1945,917,1849.3,Debit,2024-10-21
1946,17,2414.09,Credit,2025-11-06
1947,20,3862.33,Credit,2024-11-04
1948,702,920.3,Credit,2025-12-07
1949,633,4145.84,Debit,2025-01-06
1950,232,2966.05,Credit,2024-10-12
1951,966,2673.46,Debit,2025-07-12
1952,407,705.23,Debit,2024-12-05
1953,125,2829.31,Debit,2026-04-14
1954,342,3122.08,Credit,2025-07-17
1955,669,1884.04,Debit,2025-11-17
1956,16,4641.98,Debit,2025-11-15
1957,466,4967.56,Credit,2025-01-06
1958,181,3028.1,Debit,2025-04-17
1959,249,1463.84,Debit,2025-04-30
1960,479,1954.76,Debit,2026-03-12
1961,555,1107.91,Debit,2026-02-24
1962,552,349.64,Credit,2025-05-05
1963,547,2753.27,Debit,2026-05-22
1964,530,832.65,Credit,2024-10-13
1965,430,4547.98,Credit,2024-09-11
1966,790,388.77,Debit,2024-12-22
1967,125,2943.69,Debit,2025-09-23
1968,884,1162.04,Credit,2025-05-08
1969,848,4884.03,Credit,2025-10-18
1970,821,103.01,Debit,2025-08-06
1971,481,635.24,Debit,2025-09-10
1972,653,2056.46,Credit,2026-04-16
1973,366,2043.15,Debit,2024-06-05
1974,69,1914.89,Debit,2025-01-09
1975,789,3599.35,Credit,2025-02-26
1976,464,4683.37,Credit,2025-09-25
1977,488,796.56,Credit,2026-02-15
1978,721,1781.32,Debit,2024-11-13
1979,160,3641.76,Credit,2025-11-10
1980,427,158.05,Credit,2026-04-26
1981,573,413.14,Debit,2025-10-23
1982,488,4364.29,Debit,2025-01-07
1983,465,1081.41,Debit,2025-11-04
1984,550,756.57,Credit,2026-03-25
1985,830,2912.4,Credit,2025-04-27
1986,660,894.38,Debit,2026-04-14
1987,455,4964.63,Debit,2025-10-14
1988,186,4752.8,Credit,2025-04-09
1989,708,2035.43,Credit,2024-12-12
1990,941,4033.04,Credit,2026-03-19
1991,253,4780.42,Credit,2025-01-25
1992,630,420.94,Debit,2025-01-16
1993,339,2518.66,Debit,2026-03-14
1994,108,1967.46,Debit,2024-09-28
1995,280,551.49,Debit,2026-05-19
1996,759,4498.45,Credit,2025-05-21
1997,774,1624.22,Credit,2024-10-23
1998,55,4181.26,Credit,2026-04-15
1999,425,1016.9,Debit,2025-05-15
2000,712,4285.85,Debit,2024-08-24
2001,631,4457.74,Credit,2025-07-23
2002,81,4776.27,Debit,2025-04-21
2003,347,3211.88,Credit,2025-01-26
2004,6,473.67,Credit,2024-10-07
2005,887,4921.56,Credit,2026-02-24
2006,945,1971.33,Credit,2026-01-17
2007,151,113.92,Credit,2025-09-01
2008,420,896.61,Debit,2024-06-06
2009,418,3531.68,Debit,2026-01-29
2010,341,827.11,Credit,2024-06-20
2011,640,1051.38,Debit,2025-01-11
2012,575,2966.74,Debit,2025-12-10
2013,634,3532.27,Credit,2024-11-13
2014,234,1153.67,Debit,2025-12-06
2015,970,613.47,Debit,2025-09-12
2016,897,869.64,Credit,2024-08-11
2017,368,3691.5,Credit,2025-01-20
2018,665,669.86,Debit,2024-11-19
2019,331,345.77,Credit,2025-03-12
2020,705,220.16,Credit,2025-11-10
2021,475,464.58,Debit,2026-02-17
2022,983,1699.43,Credit,2024-11-11
2023,655,710.18,Credit,2024-07-30
2024,421,868.03,Credit,2025-07-01
2025,69,2068.6,Credit,2024-07-30
2026,527,2348.45,Debit,2026-03-13
2027,183,4306.45,Debit,2024-11-05
2028,506,1999.85,Credit,2025-02-28
2029,885,3794.72,Credit,2026-01-30
2030,664,1286.09,Credit,2026-03-24
2031,439,2813.88,Debit,2026-04-29
2032,150,2852.02,Debit,2025-11-19
2033,849,2785.05,Credit,2025-03-29
2034,481,3240.19,Debit,2025-04-04
2035,82,2867.22,Debit,2026-02-25
2036,855,1369.85,Credit,2025-09-17
2037,676,1812.6,Credit,2024-09-16
2038,151,2285.53,Debit,2026-03-18
2039,856,3258.91,Debit,2025-10-11
2040,947,2214.92,Credit,2024-06-12
2041,67,3655.3,Credit,2024-10-05
2042,380,1793.01,Credit,2024-11-19
2043,598,4532.19,Debit,2025-03-09
2044,768,1612.22,Debit,2024-10-14
2045,952,1534.34,Credit,2025-05-28
2046,958,4428.35,Credit,2025-07-10
2047,927,4979.14,Credit,2025-04-24
2048,727,2693.78,Debit,2024-08-03
2049,283,4522.04,Debit,2025-02-23
2050,382,147.02,Debit,2024-07-19
2051,834,3020.65,Debit,2026-04-15
2052,683,1137.81,Credit,2026-05-20
2053,218,2213.11,Credit,2025-10-24
2054,67,902.51,Credit,2025-03-15
2055,143,2270.71,Credit,2024-09-11
2056,181,884.07,Debit,2025-11-06
2057,522,3756.3,Credit,2026-03-11
2058,351,2848.45,Debit,2025-06-14
2059,499,3458.33,Credit,2025-04-09
2060,238,1865.15,Debit,2025-06-23
2061,522,3838.56,Credit,2025-03-19
2062,504,2954.81,Credit,2024-12-24
